"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"w10152190_mm","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",67,"Recall1",3885
"w10152527_jmt","","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",40,"Recall1",8002
"w10159882_ARS","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",100,"Recall1",3901
"w10160519_vas","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",98,"Recall1",2646
"w10161022_mj","pair","sentence","0",0,2,"JOL","word","Study1","F","Study Phase",70,"Recall1",8733
"w10168271ae","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",80,"Recall1",3574
"w470603_jgn","long","sentence","0.125",0,2,"JOL","word","Study1","F","Study Phase",100,"Recall1",3057
"w738206JEH","sentence","sentence","1",1,2,"JOL","word","Study1","F","Study Phase",99,"Recall1",4304
"10074078","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",40,"Recall2",2172
"courtney.whitt@usm.educw","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",1818
"w10110417_vfc","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",90,"Recall2",2922
"w10124447_baj","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",50,"Recall2",1881
"w10126913SNS","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",16889
"w10126914SNS","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",1733
"w10133659_aeb","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",3559
"w10133954_jmc","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",1773
"w10143413_cj","love ","love","0.8",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",6238
"w10157007","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",99,"Recall2",1864
"w10157323_EMB","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",56,"Recall2",4756
"w10159229TG","car","love","0",0,4,"JOL","affection","Study1","F","Study Phase2",93,"Recall2",5232
"w10161079_rac","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",45,"Recall2",3198
"w10170987","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",100,"Recall2",3928
"w10176695_LF","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",90,"Recall2",1798
"w213121_jcg","love","love","1",1,4,"JOL","affection","Study1","F","Study Phase2",65,"Recall2",2142
"10074078","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",7,"Recall2",2427
"courtney.whitt@usm.educw","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",75,"Recall2",2296
"w10110417_vfc","water","cry","0.2",0,4,"JOL","bottle","Study1","M","Study Phase2",85,"Recall2",3833
"w10124447_baj","wine'","cry","0",0,4,"JOL","bottle","Study1","M","Study Phase2",NA,"Recall2",1819
"w10126913SNS","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",100,"Recall2",2812
"w10126914SNS","","cry","0",0,4,"JOL","bottle","Study1","M","Study Phase2",45,"Recall2",3550
"w10133659_aeb","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",50,"Recall2",3419
"w10133954_jmc","","cry","0",0,4,"JOL","bottle","Study1","M","Study Phase2",20,"Recall2",902
"w10143413_cj","flip","cry","0",0,4,"JOL","bottle","Study1","M","Study Phase2",100,"Recall2",3090
"w10157007","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",99,"Recall2",3038
"w10157323_EMB","sip","cry","0",0,4,"JOL","bottle","Study1","M","Study Phase2",56,"Recall2",2745
"w10159229TG","","cry","0",0,4,"JOL","bottle","Study1","M","Study Phase2",2,"Recall2",2039
"w10161079_rac","cap","cry","0.333333333333333",0,4,"JOL","bottle","Study1","M","Study Phase2",79,"Recall2",2539
"w10170987","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",30,"Recall2",7115
"w10176695_LF","baby","cry","0.25",0,4,"JOL","bottle","Study1","M","Study Phase2",40,"Recall2",3496
"w213121_jcg","cry","cry","1",1,4,"JOL","bottle","Study1","M","Study Phase2",35,"Recall2",2699
"10074078","ball","bat","0.5",0,4,"JOL","bounce","Study1","M","Study Phase2",7,"Recall2",3980
"courtney.whitt@usm.educw","bat","bat","1",1,4,"JOL","bounce","Study1","M","Study Phase2",50,"Recall2",10780
"w10110417_vfc","","bat","0",0,4,"JOL","bounce","Study1","M","Study Phase2",20,"Recall2",2510
"w10124447_baj","ball","bat","0.5",0,4,"JOL","bounce","Study1","M","Study Phase2",20,"Recall2",1884
"w10126913SNS","","bat","0",0,4,"JOL","bounce","Study1","M","Study Phase2",20,"Recall2",1299
"w10126914SNS","","bat","0",0,4,"JOL","bounce","Study1","M","Study Phase2",10,"Recall2",1614
"w10133659_aeb","ball","bat","0.5",0,4,"JOL","bounce","Study1","M","Study Phase2",10,"Recall2",2278
"w10133954_jmc","","bat","0",0,4,"JOL","bounce","Study1","M","Study Phase2",20,"Recall2",1259
"w10143413_cj","bat","bat","1",1,4,"JOL","bounce","Study1","M","Study Phase2",30,"Recall2",2109
"w10157007","box","bat","0.333333333333333",0,4,"JOL","bounce","Study1","M","Study Phase2",30,"Recall2",2861
"w10157323_EMB","ball","bat","0.5",0,4,"JOL","bounce","Study1","M","Study Phase2",89,"Recall2",4016
"w10159229TG","","bat","0",0,4,"JOL","bounce","Study1","M","Study Phase2",20,"Recall2",1141
"w10161079_rac","","bat","0",0,4,"JOL","bounce","Study1","M","Study Phase2",75,"Recall2",1319
"w10170987","bat","bat","1",1,4,"JOL","bounce","Study1","M","Study Phase2",10,"Recall2",3881
"w10176695_LF","ball","bat","0.5",0,4,"JOL","bounce","Study1","M","Study Phase2",20,"Recall2",2128
"w213121_jcg","bat","bat","1",1,4,"JOL","bounce","Study1","M","Study Phase2",30,"Recall2",8697
"10074078","beach","beach","1",1,4,"JOL","box","Study1","M","Study Phase2",40,"Recall2",3216
"courtney.whitt@usm.educw","beach","beach","1",1,4,"JOL","box","Study1","M","Study Phase2",25,"Recall2",11403
"w10110417_vfc","litter","beach","0.166666666666667",0,4,"JOL","box","Study1","M","Study Phase2",10,"Recall2",5186
"w10124447_baj","cut","beach","0.2",0,4,"JOL","box","Study1","M","Study Phase2",50,"Recall2",2747
"w10126913SNS","beach","beach","1",1,4,"JOL","box","Study1","M","Study Phase2",5,"Recall2",7775
"w10126914SNS","spring","beach","0",0,4,"JOL","box","Study1","M","Study Phase2",30,"Recall2",4809
"w10133659_aeb","bird","beach","0.2",0,4,"JOL","box","Study1","M","Study Phase2",10,"Recall2",5469
"w10133954_jmc","island","beach","0.166666666666667",0,4,"JOL","box","Study1","M","Study Phase2",20,"Recall2",3630
"w10143413_cj","","beach","0",0,4,"JOL","box","Study1","M","Study Phase2",20,"Recall2",1097
"w10157007","bounce","beach","0.5",0,4,"JOL","box","Study1","M","Study Phase2",45,"Recall2",3883
"w10157323_EMB","?","beach","0",0,4,"JOL","box","Study1","M","Study Phase2",56,"Recall2",11180
"w10159229TG","","beach","0",0,4,"JOL","box","Study1","M","Study Phase2",15,"Recall2",1809
"w10161079_rac","cut","beach","0.2",0,4,"JOL","box","Study1","M","Study Phase2",74,"Recall2",2518
"w10170987","","beach","0",0,4,"JOL","box","Study1","M","Study Phase2",1,"Recall2",7028
"w10176695_LF","","beach","0",0,4,"JOL","box","Study1","M","Study Phase2",0,"Recall2",3622
"w213121_jcg","beach","beach","1",1,4,"JOL","box","Study1","M","Study Phase2",15,"Recall2",2134
"10074078","birthday","hand","0.375",0,4,"JOL","cake","Study1","U","Study Phase2",20,"Recall2",5516
"courtney.whitt@usm.educw","wedding","hand","0.285714285714286",0,4,"JOL","cake","Study1","U","Study Phase2",0,"Recall2",14767
"w10110417_vfc","pop","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",0,"Recall2",3257
"w10124447_baj","iceing","hand","0.166666666666667",0,4,"JOL","cake","Study1","U","Study Phase2",0,"Recall2",4487
"w10126913SNS","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",80,"Recall2",1827
"w10126914SNS","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",10,"Recall2",2065
"w10133659_aeb","pie","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",10,"Recall2",3947
"w10133954_jmc","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",10,"Recall2",1935
"w10143413_cj","birthday ","hand","0.333333333333333",0,4,"JOL","cake","Study1","U","Study Phase2",20,"Recall2",5012
"w10157007","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",50,"Recall2",2863
"w10157323_EMB","pie","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",89,"Recall2",1859
"w10159229TG","fingers","hand","0.142857142857143",0,4,"JOL","cake","Study1","U","Study Phase2",9,"Recall2",3948
"w10161079_rac","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",46,"Recall2",1530
"w10170987","pie","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",10,"Recall2",8548
"w10176695_LF","","hand","0",0,4,"JOL","cake","Study1","U","Study Phase2",0,"Recall2",2565
"w213121_jcg","hand","hand","1",1,4,"JOL","cake","Study1","U","Study Phase2",30,"Recall2",2615
"10074078","soft","ceiling","0",0,4,"JOL","carpet","Study1","M","Study Phase2",60,"Recall2",3071
"courtney.whitt@usm.educw","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",25,"Recall2",7128
"w10110417_vfc","soft","ceiling","0",0,4,"JOL","carpet","Study1","M","Study Phase2",30,"Recall2",1887
"w10124447_baj","cool","ceiling","0.285714285714286",0,4,"JOL","carpet","Study1","M","Study Phase2",20,"Recall2",2477
"w10126913SNS","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",70,"Recall2",4486
"w10126914SNS","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",30,"Recall2",3298
"w10133659_aeb","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",60,"Recall2",4038
"w10133954_jmc","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",40,"Recall2",2994
"w10143413_cj","rug","ceiling","0.142857142857143",0,4,"JOL","carpet","Study1","M","Study Phase2",70,"Recall2",3511
"w10157007","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",40,"Recall2",8413
"w10157323_EMB","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",80,"Recall2",2676
"w10159229TG","rug","ceiling","0.142857142857143",0,4,"JOL","carpet","Study1","M","Study Phase2",12,"Recall2",3290
"w10161079_rac","","ceiling","0",0,4,"JOL","carpet","Study1","M","Study Phase2",39,"Recall2",1166
"w10170987","ceiling","ceiling","1",1,4,"JOL","carpet","Study1","M","Study Phase2",75,"Recall2",5099
"w10176695_LF","","ceiling","0",0,4,"JOL","carpet","Study1","M","Study Phase2",10,"Recall2",2941
"w213121_jcg","celiling","ceiling","0.875",1,4,"JOL","carpet","Study1","M","Study Phase2",45,"Recall2",3682
"10074078","rough","hard","0.4",0,4,"JOL","cotton","Study1","M","Study Phase2",30,"Recall2",3386
"courtney.whitt@usm.educw","","hard","0",0,4,"JOL","cotton","Study1","M","Study Phase2",0,"Recall2",6001
"w10110417_vfc","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",20,"Recall2",3468
"w10124447_baj","mouth","hard","0.2",0,4,"JOL","cotton","Study1","M","Study Phase2",0,"Recall2",5626
"w10126913SNS","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",100,"Recall2",5247
"w10126914SNS","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",40,"Recall2",2461
"w10133659_aeb","ball","hard","0.25",0,4,"JOL","cotton","Study1","M","Study Phase2",50,"Recall2",6551
"w10133954_jmc","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",50,"Recall2",5902
"w10143413_cj","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",20,"Recall2",2343
"w10157007","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",20,"Recall2",2355
"w10157323_EMB","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",70,"Recall2",3122
"w10159229TG","","hard","0",0,4,"JOL","cotton","Study1","M","Study Phase2",76,"Recall2",2350
"w10161079_rac","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",78,"Recall2",2732
"w10170987","rough","hard","0.4",0,4,"JOL","cotton","Study1","M","Study Phase2",75,"Recall2",5158
"w10176695_LF","","hard","0",0,4,"JOL","cotton","Study1","M","Study Phase2",10,"Recall2",2023
"w213121_jcg","hard","hard","1",1,4,"JOL","cotton","Study1","M","Study Phase2",20,"Recall2",9142
"10074078","solid","election","0.375",0,4,"JOL","crackle","Study1","U","Study Phase2",60,"Recall2",4592
"courtney.whitt@usm.educw","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",0,"Recall2",14686
"w10110417_vfc","bone","election","0.375",0,4,"JOL","crackle","Study1","U","Study Phase2",0,"Recall2",4860
"w10124447_baj","jack","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",25,"Recall2",7653
"w10126913SNS","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",5,"Recall2",13779
"w10126914SNS","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",0,"Recall2",1209
"w10133659_aeb","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",10,"Recall2",13468
"w10133954_jmc","pop","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",20,"Recall2",2801
"w10143413_cj","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",20,"Recall2",1191
"w10157007","election ","election","0.888888888888889",1,4,"JOL","crackle","Study1","U","Study Phase2",24,"Recall2",4486
"w10157323_EMB","election","election","1",1,4,"JOL","crackle","Study1","U","Study Phase2",23,"Recall2",3467
"w10159229TG","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",1,"Recall2",4962
"w10161079_rac","snpa","election","0.125",0,4,"JOL","crackle","Study1","U","Study Phase2",57,"Recall2",2135
"w10170987","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",0,"Recall2",2720
"w10176695_LF","","election","0",0,4,"JOL","crackle","Study1","U","Study Phase2",0,"Recall2",2195
"w213121_jcg","election","election","1",1,4,"JOL","crackle","Study1","U","Study Phase2",45,"Recall2",3419
"10074078","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",50,"Recall2",2324
"courtney.whitt@usm.educw","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",1878
"w10110417_vfc","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",2265
"w10124447_baj","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",50,"Recall2",2175
"w10126913SNS","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",2074
"w10126914SNS","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",2115
"w10133659_aeb","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",2515
"w10133954_jmc","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",1953
"w10143413_cj","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",1898
"w10157007","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",99,"Recall2",1912
"w10157323_EMB","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",99,"Recall2",1838
"w10159229TG","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",4019
"w10161079_rac","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",58,"Recall2",2677
"w10170987","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",100,"Recall2",2914
"w10176695_LF","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",90,"Recall2",1469
"w213121_jcg","card","card","1",1,4,"JOL","credit","Study1","F","Study Phase2",75,"Recall2",2108
"10074078","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",70,"Recall2",2352
"courtney.whitt@usm.educw","","circle","0",0,4,"JOL","dance","Study1","M","Study Phase2",25,"Recall2",20816
"w10110417_vfc","ballet","circle","0.333333333333333",0,4,"JOL","dance","Study1","M","Study Phase2",10,"Recall2",2826
"w10124447_baj","party","circle","0.166666666666667",0,4,"JOL","dance","Study1","M","Study Phase2",50,"Recall2",3663
"w10126913SNS","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",100,"Recall2",9789
"w10126914SNS","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",85,"Recall2",2241
"w10133659_aeb","time","circle","0.333333333333333",0,4,"JOL","dance","Study1","M","Study Phase2",50,"Recall2",2825
"w10133954_jmc","","circle","0",0,4,"JOL","dance","Study1","M","Study Phase2",20,"Recall2",1116
"w10143413_cj","","circle","0",0,4,"JOL","dance","Study1","M","Study Phase2",30,"Recall2",1006
"w10157007","","circle","0",0,4,"JOL","dance","Study1","M","Study Phase2",30,"Recall2",3235
"w10157323_EMB","party","circle","0.166666666666667",0,4,"JOL","dance","Study1","M","Study Phase2",90,"Recall2",4401
"w10159229TG","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",62,"Recall2",4587
"w10161079_rac","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",67,"Recall2",2272
"w10170987","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",60,"Recall2",5959
"w10176695_LF","","circle","0",0,4,"JOL","dance","Study1","M","Study Phase2",80,"Recall2",1926
"w213121_jcg","circle","circle","1",1,4,"JOL","dance","Study1","M","Study Phase2",30,"Recall2",3850
"10074078","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",40,"Recall2",3940
"courtney.whitt@usm.educw","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",50,"Recall2",2580
"w10110417_vfc","malta","day","0.2",0,4,"JOL","dark","Study1","M","Study Phase2",60,"Recall2",3516
"w10124447_baj","light","day","0",0,4,"JOL","dark","Study1","M","Study Phase2",1,"Recall2",1865
"w10126913SNS","","day","0",0,4,"JOL","dark","Study1","M","Study Phase2",30,"Recall2",2427
"w10126914SNS","morning","day","0",0,4,"JOL","dark","Study1","M","Study Phase2",30,"Recall2",7003
"w10133659_aeb","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",50,"Recall2",2512
"w10133954_jmc","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",30,"Recall2",2092
"w10143413_cj","light","day","0",0,4,"JOL","dark","Study1","M","Study Phase2",49,"Recall2",4309
"w10157007","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",43,"Recall2",2581
"w10157323_EMB","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",78,"Recall2",1403
"w10159229TG","days","day","0.75",1,4,"JOL","dark","Study1","M","Study Phase2",100,"Recall2",4488
"w10161079_rac","light","day","0",0,4,"JOL","dark","Study1","M","Study Phase2",36,"Recall2",3740
"w10170987","","day","0",0,4,"JOL","dark","Study1","M","Study Phase2",80,"Recall2",3838
"w10176695_LF","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",20,"Recall2",3362
"w213121_jcg","day","day","1",1,4,"JOL","dark","Study1","M","Study Phase2",25,"Recall2",1776
"10074078","house","wedding","0.142857142857143",0,4,"JOL","finger","Study1","M","Study Phase2",50,"Recall2",5346
"courtney.whitt@usm.educw","wedding","wedding","1",1,4,"JOL","finger","Study1","M","Study Phase2",95,"Recall2",13968
"w10110417_vfc","scalp","wedding","0",0,4,"JOL","finger","Study1","M","Study Phase2",50,"Recall2",4386
"w10124447_baj","jam","wedding","0",0,4,"JOL","finger","Study1","M","Study Phase2",50,"Recall2",5426
"w10126913SNS","wedding","wedding","1",1,4,"JOL","finger","Study1","M","Study Phase2",100,"Recall2",3583
"w10126914SNS","wedding","wedding","1",1,4,"JOL","finger","Study1","M","Study Phase2",45,"Recall2",3450
"w10133659_aeb","glass","wedding","0.142857142857143",0,4,"JOL","finger","Study1","M","Study Phase2",60,"Recall2",4543
"w10133954_jmc","","wedding","0",0,4,"JOL","finger","Study1","M","Study Phase2",90,"Recall2",2683
